Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PTS,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PTS,PlayerPictureId,PG,PM,PPTS,PTRB,PAST,PSTL,PBLK,PTO,PFGM,PFGA,P3PM,P3PA,PFTA,PFTM,POREB,PDREB,PDD,PTD
116,Matthew Dellavedova,PG,32,N/A,32,0,6.7,0.5,1.6,0.34,0.3,0.8,0.333,0.3,0.7,0.348,0.1,0.2,0.571,0,0.4,0.4,1.3,0.2,0,0.3,1.5,213,17,50,9,27,8,23,4,7,1,12,13,41,7,0,10,47,fallback,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,DeMar DeRozan,SG-SF,33,CHI,74,74,36.2,8.9,17.6,0.504,0.6,1.9,0.324,8.3,15.7,0.526,6.2,7.1,0.872,0.5,4.2,4.6,5.1,1.1,0.5,2.1,24.5,2682,657,1303,46,142,611,1161,456,523,34,309,343,377,83,36,153,1816,201942,75,36.09333,23.54667,5.16,4.92,0.89333,0.32,2.38667,8.37333,17.66667,0.64,1.86667,6.16,7.08,0.73333,4.42667,6,0
118,Moussa Diabaté,PF,21,LAC,22,1,8.9,1.1,2.1,0.511,0,0.1,0.5,1,2,0.511,0.5,0.7,0.625,1.4,0.9,2.3,0.2,0.3,0.4,0.4,2.7,195,24,47,1,2,23,45,10,16,31,19,50,4,7,8,9,59,fallback,65,2.2,1.12308,0.76923,0.13846,0.04615,0.09231,0.13846,0.43077,0.76923,0.06154,0.18462,0.2,0.27692,0.23077,0.53846,0,0
119,Mamadi Diakite,PF,26,N/A,22,2,8,1.1,2.3,0.48,0.3,1,0.333,0.8,1.3,0.586,0.1,0.1,1,0.4,1,1.4,0.4,0.2,0.4,0.5,2.6,176,24,50,7,21,17,29,2,2,8,22,30,8,4,9,12,57,fallback,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,Hamidou Diallo,SG,24,N/A,56,0,17.8,3.8,6.7,0.573,0.1,0.4,0.238,3.8,6.3,0.593,1.6,2.6,0.588,1,2.4,3.5,1,0.9,0.3,1.3,9.3,996,215,375,5,21,210,354,87,148,57,137,194,55,53,16,71,522,1628977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,Gorgui Dieng,C,33,N/A,31,1,11.5,1.5,3.8,0.385,0.7,2.4,0.28,0.8,1.4,0.571,0.3,0.4,0.769,0.9,2.6,3.5,1.7,0.1,0.5,1,3.9,358,45,117,21,75,24,42,10,13,27,80,107,53,4,14,32,121,203476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,Ousmane Dieng,SF,19,OKC,39,1,14.6,1.9,4.6,0.42,0.7,2.5,0.265,1.3,2.1,0.602,0.4,0.6,0.652,0.5,2.2,2.7,1.2,0.4,0.2,0.7,4.9,569,76,181,26,98,50,83,15,23,19,86,105,46,14,7,26,193,fallback,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,Spencer Dinwiddie,PG-SG,29,BKN,79,79,34.5,5.8,13.3,0.438,2.3,6.2,0.369,3.5,7.1,0.498,3.4,4.2,0.812,0.4,3.1,3.4,6.5,0.8,0.3,1.8,17.3,2725,460,1050,181,490,279,560,268,330,28,242,270,515,67,24,145,1369,203915,68,34.70588,17.57353,4.19118,6.91176,0.76471,0.22059,1.82353,6,14.26471,1.86765,5.77941,3.70588,4.76471,0.67647,3.51471,8.1,0
124,Donte DiVincenzo,SG,26,NYK,72,36,26.3,3.3,7.5,0.435,2.1,5.3,0.397,1.2,2.3,0.525,0.8,1,0.817,1.1,3.4,4.5,3.5,1.3,0.1,1.6,9.4,1894,235,540,150,378,85,162,58,71,80,245,325,252,97,10,112,678,1628978,68,25.5,9.79412,4.30882,2.98529,1.23529,0.20588,1.82353,3.04412,7.35294,1.91176,5.10294,1.79412,2.10294,1.01471,3.29412,2.5,0
125,Luka Doncic,PG,23,DAL,66,66,36.2,10.9,22,0.496,2.8,8.2,0.342,8.1,13.8,0.588,7.8,10.5,0.742,0.8,7.8,8.6,8,1.4,0.5,3.6,32.4,2391,719,1449,185,541,534,908,515,694,54,515,569,529,90,33,236,2138,1629029,67,36.40299,29.56716,9.01493,8.25373,1.1791,0.56716,4.61194,10.40299,21.83582,3.0597,8.64179,5.70149,7.73134,0.85075,8.16418,40.7,13.2
126,Tyler Dorsey,SG,26,DAL,3,0,2.7,1.3,1.7,0.8,0.3,0.7,0.5,1,1,1,0,0,0,0.3,0.3,0.7,0,0,0,0,3,8,4,5,1,2,3,3,0,0,1,1,2,0,0,0,0,9,1628416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,Luguentz Dort,SG-SF,23,OKC,74,73,30.7,4.6,11.8,0.388,1.8,5.5,0.33,2.8,6.3,0.44,2.7,3.5,0.772,1.7,2.9,4.6,2.1,1,0.3,1.2,13.7,2272,339,873,135,409,204,464,200,259,128,216,344,154,75,23,92,1013,1629652,73,30,13.69863,4.31507,2,0.83562,0.32877,1.58904,4.57534,11.63014,1.86301,5.60274,2.68493,3.43836,0.78082,3.54795,2.9,0
128,Ayo Dosunmu,SG,23,CHI,80,51,26.2,3.5,7.1,0.493,0.7,2.4,0.312,2.8,4.8,0.583,0.8,1,0.805,0.6,2.2,2.8,2.6,0.8,0.3,1.2,8.6,2098,281,570,59,189,222,381,66,82,45,175,220,206,62,26,99,687,1630245,78,26.60256,8.30769,2.92308,2.94872,0.75641,0.37179,1.35897,3.32051,6.74359,0.79487,2.34615,0.87179,1.21795,0.37179,2.55128,2,0
129,Devon Dotson,PG,23,WAS,6,0,8.8,0.2,1.7,0.1,0.2,0.7,0.25,0,1,0,0,0,0,1,0.7,1.7,1.3,0.8,0,0.5,0.5,53,1,10,1,4,0,6,0,0,6,4,10,8,5,0,3,3,fallback,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,Jeff Dowtin,PG,25,TOR,25,0,10.4,1,2.3,0.439,0.2,0.6,0.313,0.8,1.6,0.488,0.2,0.4,0.667,0.2,0.7,0.9,1.2,0.4,0.1,0.2,2.4,259,25,57,5,16,20,41,6,9,6,17,23,31,9,3,5,61,fallback,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,PJ Dozier,SG,26,SAC,16,0,4.9,0.6,2.1,0.303,0.1,1,0.125,0.5,1.1,0.471,0,0,0,0.1,0.8,0.9,0.6,0.4,0.1,0.3,1.4,79,10,33,2,16,8,17,0,0,1,13,14,10,6,1,5,22,1628408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,Goran Dragic,PG,36,MIL,58,0,15,2.4,5.8,0.421,0.9,2.5,0.359,1.5,3.3,0.468,0.5,0.8,0.689,0.3,1.1,1.4,2.6,0.2,0.1,1.1,6.3,870,141,335,52,145,89,190,31,45,16,65,81,151,13,4,63,365,201609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,Andre Drummond,C,29,CHI,67,0,12.7,2.5,4.1,0.606,0,0,0,2.5,4,0.613,1,1.9,0.536,2.1,4.6,6.6,0.5,0.7,0.4,1.1,6,849,166,274,0,3,166,271,67,125,138,306,444,33,45,27,75,399,203083,65,12.30769,4.84615,5.81538,1.12308,0.66154,0.58462,0.98462,2.04615,3.70769,0,0.03077,0.75385,1.4,1.95385,3.86154,13.2,0
134,Chris Duarte,SG,25,SAC,46,12,19.5,2.7,7.2,0.369,1.2,3.8,0.316,1.5,3.5,0.428,1.3,1.6,0.847,0.4,2.1,2.5,1.4,0.5,0.2,0.9,7.9,897,123,333,55,174,68,159,61,72,19,96,115,64,25,9,41,362,1630537,66,18,8.68182,2.63636,1.33333,0.65152,0.12121,1.04545,3.24242,7.25758,1.12121,2.98485,1.07576,1.30303,0.48485,2.16667,0,0
135,David Duke Jr.,SG,23,PHI,23,0,9.9,1.6,3.4,0.462,0,0.5,0.083,1.5,2.9,0.53,0.5,0.7,0.706,0.5,0.8,1.3,0.9,0.4,0,0.8,3.7,228,36,78,1,12,35,66,12,17,11,18,29,21,10,1,18,85,fallback,22,8.18182,2.54545,1.59091,0.40909,0.31818,0.18182,0.22727,0.95455,2.59091,0.22727,0.90909,0.40909,0.5,0.72727,0.90909,0,0
136,Kris Dunn,PG,28,UTA,22,3,25.8,5.3,9.8,0.537,0.8,1.6,0.472,4.5,8.2,0.55,1.9,2.4,0.774,0.4,4.1,4.5,5.6,1.1,0.5,1.6,13.2,568,116,216,17,36,99,180,41,53,9,91,100,124,25,10,35,290,1627739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,Kevin Durant,SF-PF,34,PHO,47,47,35.6,10.3,18.3,0.56,2,4.9,0.404,8.3,13.4,0.617,6.5,7.1,0.919,0.4,6.3,6.7,5,0.7,1.4,3.3,29.1,1672,483,862,93,230,390,632,307,334,17,296,313,235,34,67,156,1366,201142,62,34.80645,27.6129,6.72581,5.96774,0.82258,0.8871,3.24194,9.85484,18.95161,1.98387,5.09677,5.91935,6.6129,0.48387,6.24194,13.7,0
138,Jalen Duren,C,19,DET,67,31,24.9,3.9,5.9,0.648,0,0,0,3.9,5.9,0.652,1.4,2.3,0.611,3.4,5.5,8.9,1.1,0.7,0.9,1.4,9.1,1670,258,398,0,2,258,396,96,157,229,366,595,75,44,59,92,612,1631105,70,26.6,11.3,9.44286,1.24286,0.88571,1.22857,1.64286,4.87143,7.42857,0,0,1.55714,2.45714,2.82857,6.61429,20,0
139,Tari Eason,SF,21,HOU,82,5,21.5,3.6,8,0.448,0.7,2.1,0.343,2.9,6,0.486,1.3,1.8,0.752,2.4,3.7,6,1.1,1.2,0.6,1.2,9.3,1767,296,660,59,172,237,488,109,145,195,301,496,88,96,47,101,760,1631106,78,23.20513,10.37179,6.19231,1.20513,1.28205,0.69231,1.42308,3.87179,8.48718,0.91026,2.57692,1.71795,2.21795,1.85897,4.33333,6.7,0
140,Anthony Edwards,SG-SF,21,MIN,79,79,36,8.9,19.5,0.459,2.7,7.3,0.369,6.3,12.2,0.513,4,5.3,0.756,0.6,5.2,5.8,4.4,1.6,0.7,3.3,24.6,2842,707,1541,213,578,494,963,319,422,47,411,458,350,125,58,259,1946,1630162,79,35.6962,25.48101,5.56962,4.53165,1.59494,0.67089,2.74684,9.22785,20.10127,2.88608,7.8481,4.13924,5.35443,1.01266,4.55696,6.6,0
141,Kessler Edwards,SF,22,SAC,36,4,10.7,1,2.6,0.387,0.5,1.5,0.309,0.5,1.1,0.5,0.3,0.4,0.733,0.6,1.1,1.7,0.6,0.4,0.2,0.4,2.8,385,36,93,17,55,19,38,11,15,23,38,61,23,14,6,13,100,fallback,30,6.5,1.86667,1.13333,0.2,0.2,0.16667,0.26667,0.73333,1.76667,0.3,0.9,0.1,0.13333,0.3,0.83333,0,0
142,Keon Ellis,SG,23,SAC,16,0,4.4,0.4,1,0.438,0.4,0.8,0.5,0.1,0.3,0.25,0.3,0.4,0.571,0.3,0.3,0.5,0.4,0.3,0.1,0.1,1.5,71,7,16,6,12,1,4,4,7,4,4,8,6,5,1,1,24,fallback,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,Joel Embiid,C,28,PHI,66,66,34.6,11,20.1,0.548,1,3,0.33,10,17.1,0.587,10,11.7,0.857,1.7,8.4,10.2,4.2,1,1.7,3.4,33.1,2284,728,1328,66,200,662,1128,661,771,113,557,670,274,66,112,226,2183,203954,66,34.80303,31.65152,10.66667,4.30303,1.16667,1.5,3.24242,10.39394,19.83333,1.18182,3.42424,9.68182,11.60606,1.95455,8.71212,42.9,0
144,Drew Eubanks,PF,25,PHO,78,28,20.3,2.7,4.3,0.641,0.1,0.2,0.389,2.7,4.1,0.655,1.1,1.6,0.664,1.7,3.7,5.4,1.3,0.5,1.3,0.9,6.6,1584,214,334,7,18,207,316,83,125,132,286,418,103,40,102,67,518,1629234,70,16.78571,6.18571,4.31429,0.95714,0.35714,0.31429,0.91429,2.45714,4.18571,0.11429,0.27143,1.15714,1.45714,1.45714,2.82857,4.8,0
145,Bruno Fernando,C,24,ATL,39,4,10.4,1.5,2.9,0.527,0,0.1,0,1.5,2.8,0.546,0.9,1.3,0.7,1.4,2.1,3.5,0.8,0.2,0.9,0.6,3.9,405,59,112,0,4,59,108,35,50,54,83,137,31,6,34,25,153,fallback,30,5.06667,2.93333,1.83333,0.23333,0.03333,0.36667,0.46667,1.2,1.83333,0.03333,0.06667,0.5,0.8,0.6,1.23333,0,0
146,Dorian Finney-Smith,SF-PF,29,BKN,66,66,30.4,3,7.6,0.391,1.7,5.1,0.337,1.2,2.5,0.503,0.7,0.9,0.763,1.7,3.1,4.8,1.5,0.8,0.5,0.9,8.3,2009,196,501,114,338,82,163,45,59,114,202,316,100,55,36,62,551,1627827,72,27.38889,8.72222,4.41667,1.45833,0.76389,0.41667,0.83333,3.26389,7.5,1.73611,4.86111,0.45833,0.625,1.5,2.91667,1.4,0
147,Malachi Flynn,PG,24,TOR,53,2,13,1.6,4.6,0.36,0.9,2.5,0.353,0.8,2.1,0.367,0.5,0.6,0.758,0.3,1.2,1.4,1.3,0.4,0.1,0.5,4.6,691,87,242,47,133,40,109,25,33,15,61,76,70,21,4,25,246,fallback,65,18.49231,7.15385,2.23077,2.15385,0.61538,0.23077,0.69231,2.53846,6.23077,1.30769,3.61538,0.76923,1,0.38462,1.84615,0,0
148,Simone Fontecchio,SF,27,UTA,52,6,14.7,2.2,6,0.369,1.2,3.7,0.33,1,2.3,0.43,0.7,0.8,0.795,0.6,1.1,1.7,0.8,0.3,0.2,0.8,6.3,766,115,312,63,191,52,121,35,44,31,55,86,42,15,8,39,328,fallback,60,14.5,9.23333,5.11667,0.48333,0.16667,0.61667,1,3.75,7.23333,0.7,2.08333,1.03333,1.41667,1.43333,3.68333,0,0
149,Bryn Forbes,SG,29,MIN,25,0,10.7,1.2,3.3,0.361,0.6,1.8,0.304,0.6,1.5,0.432,0.6,0.6,1,0.2,0.4,0.6,0.7,0.3,0.1,0.5,3.6,268,30,83,14,46,16,37,15,15,4,11,15,17,7,2,12,89,1627854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,Trent Forrest,PG,24,ATL,23,3,12,1.1,2.6,0.417,0,0.1,0,1.1,2.5,0.431,0.1,0.1,0.667,0.2,1.4,1.6,1.7,0.3,0.1,0.7,2.3,277,25,60,0,2,25,58,2,3,5,32,37,38,7,2,15,52,fallback,60,12.75,3.25,1.65,1.76667,0.5,0.1,0.8,1.26667,2.58333,0.08333,0.45,0.63333,0.8,0.38333,1.26667,0,0
151,Michael Foster Jr.,PF,20,PHI,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fallback,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,Evan Fournier,SG-SF,30,NYK,27,7,17,2.1,6.1,0.337,1.3,4.2,0.307,0.8,1.9,0.404,0.7,0.8,0.857,0.1,1.7,1.8,1.3,0.6,0.1,0.8,6.1,459,56,166,35,114,21,52,18,21,4,45,49,36,16,3,22,165,203095,50,17.5,8.46,1.56,1.26,0.58,0.14,0.78,3.02,7.16,1.8,4.6,0.62,0.84,0.26,1.3,0,0
153,De'Aaron Fox,PG,25,SAC,73,73,33.4,9.3,18.2,0.512,1.6,5,0.324,7.7,13.2,0.584,4.7,6,0.78,0.5,3.6,4.2,6.1,1.1,0.3,2.5,25,2435,682,1331,119,367,563,964,343,440,40,266,306,447,83,23,181,1826,1628368,76,34,24.26316,3.77632,5.68421,1.31579,0.40789,2.73684,9.17105,17.82895,1.32895,4.06579,4.59211,5.85526,0.40789,3.36842,8.5,0
154,Markelle Fultz,PG-SG,24,ORL,60,60,29.6,5.8,11.3,0.514,0.5,1.5,0.31,5.4,9.9,0.544,1.9,2.4,0.783,1.2,2.8,3.9,5.7,1.5,0.4,2.3,14,1778,349,679,27,87,322,592,112,143,69,165,234,341,87,26,139,837,1628365,67,30.70149,15.13433,4,6.19403,1.49254,0.43284,2.50746,6.31343,12.65672,0.53731,1.76119,1.97015,2.46269,1,3,3.1,0
155,Wenyen Gabriel,PF,25,BOS,68,2,15.1,2.3,3.8,0.596,0.1,0.5,0.278,2.1,3.3,0.647,0.8,1.2,0.619,1.7,2.5,4.2,0.5,0.4,0.5,0.7,5.5,1024,155,260,10,36,145,224,52,84,116,170,286,36,26,35,46,372,fallback,44,7.20455,2.84091,1.95455,0.27273,0.09091,0.22727,0.31818,1.09091,2.20455,0.15909,0.56818,0.5,0.84091,0.79545,1.15909,0,0
156,Daniel Gafford,PF-C,24,WAS,78,47,20.6,3.7,5.1,0.732,0,0,0,3.7,5.1,0.732,1.6,2.4,0.679,2.1,3.5,5.6,1.1,0.4,1.3,1.1,9,1604,289,395,0,0,289,395,127,187,163,270,433,84,33,99,85,705,1629655,75,27.70667,12.94667,7.81333,1.30667,0.57333,1.97333,1.25333,5.46667,7.86667,0,0,2.01333,2.93333,2.97333,4.84,24.2,0
157,Darius Garland,PG,23,CLE,69,69,35.5,7.6,16.4,0.462,2.4,6,0.41,5.1,10.4,0.492,4,4.7,0.863,0.4,2.3,2.7,7.8,1.2,0.1,2.9,21.6,2447,522,1129,169,412,353,717,277,321,28,157,185,538,85,9,199,1490,1629636,75,35.10667,22.32,3.24,7.72,1.28,0.10667,3.58667,7.81333,16.94667,2.6,6.56,4.09333,4.68,0.56,2.66667,23.9,0
158,Usman Garuba,PF,20,GSW,75,1,12.9,1.1,2.4,0.486,0.3,0.8,0.407,0.8,1.6,0.525,0.4,0.6,0.617,1.6,2.5,4.1,0.9,0.6,0.4,0.6,3,970,86,177,24,59,62,118,29,47,120,187,307,64,44,29,47,225,fallback,24,9.95833,2,3.45833,0.70833,0.41667,0.45833,0.25,0.79167,1.83333,0.20833,0.83333,0.20833,0.29167,0.875,2.58333,0,0
159,Luka Garza,C,24,MIN,28,0,8.7,2.3,4.1,0.543,0.5,1.4,0.359,1.8,2.8,0.636,1.5,1.9,0.788,1.2,1.1,2.3,0.6,0.1,0.1,0.5,6.5,243,63,116,14,39,49,77,41,52,33,30,63,18,3,2,14,181,fallback,32,8.40625,6.3125,2.15625,0.4375,0.1875,0.125,0.375,2.4375,4.46875,0.5,1.40625,0.9375,1.5,1.25,0.90625,0,0
160,Rudy Gay,PF,36,GSW,56,0,14.6,1.9,5.1,0.38,0.6,2.3,0.254,1.4,2.8,0.484,0.8,0.9,0.857,0.6,2.3,2.9,1,0.3,0.3,0.7,5.2,816,109,287,33,130,76,157,42,49,33,130,163,57,19,18,37,293,200752,41,11.09756,4.78049,2.58537,0.60976,0.26829,0.19512,0.5122,1.65854,4.04878,0.78049,2.17073,0.68293,0.85366,0.58537,2,0,0
161,Paul George,SG-SF-PF,32,LAC,56,56,34.6,8.2,17.9,0.457,2.8,7.6,0.371,5.4,10.3,0.521,4.6,5.3,0.871,0.8,5.3,6.1,5.1,1.5,0.4,3.1,23.8,1939,459,1004,158,426,301,578,256,294,45,297,342,288,83,20,176,1332,202331,67,33.80597,24.92537,6.68657,5.52239,1.83582,0.40299,3.95522,8.8806,20.13433,3.14925,8.25373,4.01493,4.64179,0.37313,6.31343,10.4,0
162,Taj Gibson,C,37,WAS,49,2,9.8,1.3,2.6,0.52,0.2,0.5,0.333,1.2,2.1,0.564,0.6,0.9,0.714,0.7,1.2,1.9,0.7,0.3,0.2,0.5,3.4,480,65,125,8,24,57,101,30,42,32,61,93,34,15,12,26,168,201959,36,6.5,1.55556,1.58333,0.22222,0.13889,0.27778,0.19444,0.58333,1.13889,0.11111,0.25,0.27778,0.36111,0.61111,0.97222,0,0
163,Josh Giddey,PG-SG-SF,20,OKC,76,76,31.1,7.1,14.7,0.482,1,3.1,0.325,6.1,11.6,0.524,1.4,1.9,0.731,1.9,5.9,7.9,6.2,0.8,0.4,2.8,16.6,2367,539,1118,76,234,463,884,106,145,148,451,599,469,57,31,211,1260,1630581,75,32.50667,16.89333,7.54667,6.32,0.97333,0.38667,3.26667,7.10667,14.94667,1.2,3.57333,1.48,2.01333,1.76,5.78667,25.3,0
164,Shai Gilgeous-Alexander,PG-SG,24,OKC,68,68,35.5,10.4,20.3,0.51,0.9,2.5,0.345,9.5,17.8,0.533,9.8,10.9,0.905,0.9,4,4.8,5.5,1.6,1,2.8,31.4,2416,704,1381,58,168,646,1213,669,739,59,270,329,371,112,65,192,2135,1628983,70,35.6,30.45714,4.91429,5.57143,1.48571,0.85714,2.82857,10.14286,20.61429,1.27143,3.64286,8.9,10.07143,0.65714,4.27143,4.9,0
165,Anthony Gill,PF,30,WAS,59,8,10.6,1.2,2.2,0.538,0.1,0.5,0.138,1.1,1.7,0.65,0.8,1.1,0.731,0.6,1.1,1.7,0.6,0.1,0.2,0.3,3.3,624,71,132,4,29,67,103,49,67,37,62,99,34,7,12,15,195,fallback,44,10.52273,4.09091,1.93182,0.61364,0.11364,0.25,0.40909,1.40909,2.47727,0.31818,0.59091,0.95455,1.18182,0.75,1.18182,0,0
166,Jacob Gilyard,PG,24,MEM,1,0,41,1,3,0.333,1,3,0.333,0,0,0,0,0,0,0,4,4,7,3,0,2,3,41,1,3,1,3,0,0,0,0,0,4,4,7,3,0,2,3,fallback,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,Rudy Gobert,C,30,MIN,70,70,30.7,5.1,7.8,0.659,0,0,0,5.1,7.8,0.663,3.1,4.9,0.644,3.3,8.3,11.6,1.2,0.8,1.4,1.7,13.4,2148,360,546,0,3,360,543,219,340,231,583,814,87,56,95,122,939,203497,72,31.30556,13.79167,11.88889,1.06944,0.76389,1.72222,1.75,5.19444,7.56944,0,0,3.40278,5.19444,2.95833,8.93056,44.5,0
168,Jordan Goodwin,PG,24,WAS,62,7,17.8,2.5,5.7,0.448,0.6,1.9,0.322,1.9,3.8,0.511,0.9,1.1,0.768,0.9,2.4,3.3,2.7,0.9,0.4,0.9,6.6,1106,158,353,38,118,120,235,53,69,57,148,205,168,58,26,57,407,fallback,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,Aaron Gordon,PF,27,DEN,68,68,30.2,6.3,11.2,0.564,0.9,2.5,0.347,5.4,8.6,0.628,2.8,4.6,0.608,2.4,4.1,6.6,3,0.8,0.8,1.4,16.3,2055,429,761,60,173,369,588,191,314,164,282,446,203,54,51,98,1109,203932,73,30.50685,15.94521,6.46575,2.93151,0.56164,0.84932,1.71233,6.17808,10.91781,0.80822,2.38356,2.78082,4.30137,1.83562,4.63014,8.4,0
170,Eric Gordon,SG-SF,34,PHO,69,58,28.5,4.2,9.5,0.446,1.9,5.2,0.371,2.3,4.3,0.535,2.1,2.5,0.821,0.2,1.7,1.9,2.7,0.6,0.4,1.5,12.4,1965,291,653,132,356,159,297,142,173,16,118,134,183,43,25,104,856,201569,67,26.59701,11.07463,1.80597,2.20896,0.44776,0.28358,1.70149,3.58209,8.14925,2.13433,5.40299,1.77612,2.14925,0.23881,1.56716,0,0
171,Devonte' Graham,PG,27,SAS,73,8,18.3,2.2,5.9,0.374,1.6,4.6,0.352,0.6,1.3,0.452,1.3,1.8,0.748,0.3,1.4,1.7,2.7,0.6,0.2,0.7,7.4,1338,161,431,119,338,42,93,98,131,19,103,122,196,45,16,53,539,1628984,73,18.69863,7.15068,1.53425,2.73973,0.61644,0.10959,0.90411,2.34247,6.30137,1.42466,4.12329,1.0411,1.20548,0.31507,1.20548,0,0
172,Jerami Grant,PF,28,POR,63,63,35.7,6.9,14.5,0.475,2.3,5.7,0.401,4.6,8.8,0.523,4.4,5.4,0.813,0.8,3.7,4.5,2.4,0.8,0.8,1.8,20.5,2246,434,913,144,359,290,554,278,342,53,230,283,150,51,53,116,1290,203924,74,35,20.90541,4.37838,2.56757,0.7973,1,2.13514,7.27027,16.35135,1.87838,5.22973,4.48649,5.35135,0.68919,3.68919,1.8,0
173,RaiQuan Gray,PF,23,BKN,1,0,35,6,12,0.5,2,5,0.4,4,7,0.571,2,2,1,3,6,9,7,0,1,4,16,35,6,12,2,5,4,7,2,2,3,6,9,7,0,1,4,16,fallback,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,A.J. Green,SG,23,MIL,35,1,9.9,1.5,3.6,0.424,1.3,3,0.419,0.3,0.6,0.45,0.1,0.1,1,0.2,1.1,1.3,0.6,0.2,0,0.3,4.4,345,53,125,44,105,9,20,4,4,6,39,45,22,6,0,9,154,fallback,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,Danny Green,SG,35,PHI,11,0,12.5,2,4.5,0.449,1.5,3.4,0.432,0.5,1.1,0.5,0.1,0.1,1,0.3,1,1.3,0.5,0.5,0.3,0.9,5.5,138,22,49,16,37,6,12,1,1,3,11,14,6,6,3,10,61,201980,15,8.2,2.13333,0.93333,0.4,0.33333,0.2,0.26667,0.73333,1.93333,0.6,1.66667,0.06667,0.06667,0.2,0.73333,0,0
176,Draymond Green,PF-C,32,GSW,73,73,31.5,3.4,6.5,0.527,0.5,1.8,0.305,2.9,4.7,0.612,1.1,1.5,0.713,0.9,6.3,7.2,6.8,1,0.8,2.8,8.5,2297,250,474,40,131,210,343,77,108,66,459,525,500,74,60,204,617,203110,70,30.9,8.27143,7.2,6.48571,1.01429,0.95714,3.22857,3.2,6.11429,0.42857,1.38571,1.44286,2.11429,0.95714,6.22857,8.6,0
177,Jalen Green,SG,20,HOU,76,76,34.2,7.4,17.9,0.416,2.5,7.3,0.338,5,10.6,0.471,4.8,6.1,0.786,0.6,3.2,3.7,3.7,0.8,0.2,2.6,22.1,2602,566,1359,187,554,379,805,364,463,43,241,284,281,59,18,200,1683,1630224,73,33.90411,22.30137,3.58904,4.06849,0.72603,0.28767,2.82192,7.43836,17.69863,2.75342,7.94521,4.67123,5.86301,0.52055,3.05479,0,0
178,JaMychal Green,PF,32,GSW,57,1,14,2.4,4.4,0.54,0.7,1.9,0.378,1.6,2.5,0.667,0.9,1.2,0.776,1.3,2.3,3.6,0.9,0.4,0.4,0.9,6.4,797,136,252,42,111,94,141,52,67,72,133,205,51,25,23,52,366,203210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,Javonte Green,SG,29,CHI,32,1,15,1.9,3.4,0.565,0.4,1.1,0.371,1.5,2.3,0.658,0.9,1.4,0.667,0.8,1.9,2.8,0.7,0.8,0.7,0.6,5.2,480,61,108,13,35,48,73,30,45,27,61,88,23,24,21,20,165,fallback,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,Jeff Green,PF,36,HOU,56,4,19.5,2.9,5.9,0.488,0.5,1.9,0.288,2.3,4,0.58,1.6,2.1,0.744,0.7,1.9,2.6,1.2,0.3,0.3,0.8,7.8,1091,160,328,30,104,130,224,87,117,38,106,144,69,18,17,46,437,201145,57,16.59649,6.87719,2.07018,0.85965,0.24561,0.24561,0.63158,2.4386,4.75439,0.49123,1.50877,1.50877,1.77193,0.36842,1.70175,0.3,0
181,Josh Green,SG-SF,22,DAL,60,21,25.7,3.4,6.4,0.537,1.1,2.8,0.402,2.3,3.6,0.643,1.1,1.6,0.723,0.9,2.1,3,1.7,0.7,0.1,1.2,9.1,1539,205,382,68,169,137,213,68,94,55,127,182,103,42,5,72,546,1630182,67,21.19403,10,3.28358,1.61194,0.92537,0.28358,0.89552,3.85075,7.50746,1.08955,2.83582,1.20896,1.67164,1.0597,2.22388,1.1,0
