Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PTS,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PTS,PlayerPictureId,PG,PM,PPTS,PTRB,PAST,PSTL,PBLK,PTO,PFGM,PFGA,P3PM,P3PA,PFTA,PFTM,POREB,PDREB,PDD,PTD
439,Landry Shamet,SG,25,WAS,40,9,20.2,2.8,7.5,0.377,1.9,5,0.377,1,2.5,0.376,1.1,1.3,0.882,0.3,1.4,1.7,2.3,0.7,0.1,0.9,8.7,807,113,300,75,199,38,101,45,51,11,56,67,93,26,5,36,346,1629013,70,23.6,9.85714,2.07143,1.77143,0.45714,0.14286,0.67143,3.3,7.97143,2.12857,5.48571,1.12857,1.32857,0.25714,1.8,0,0
440,Day'Ron Sharpe,C,21,BKN,48,3,11.5,1.9,3.6,0.544,0.1,0.2,0.545,1.8,3.3,0.544,0.7,1.1,0.636,2.1,2.1,4.2,0.8,0.3,0.7,0.9,4.7,552,93,171,6,11,87,160,35,55,99,101,200,37,15,32,42,227,fallback,41,9.39024,4.78049,3.85366,0.41463,0.2439,0.36585,0.73171,2.07317,3.58537,0.04878,0.17073,0.58537,0.97561,1.95122,1.90244,2.6,0
441,Shaedon Sharpe,SG-SF,19,POR,80,15,22.2,3.8,8.1,0.472,1.3,3.5,0.36,2.6,4.6,0.559,0.9,1.3,0.714,0.8,2.2,3,1.2,0.5,0.3,1,9.9,1779,306,648,102,283,204,365,75,105,63,173,236,94,38,24,83,789,1631101,77,29.8961,14.74026,4.53247,2.25974,0.8961,0.68831,1.98701,5.46753,11.80519,1.8961,5.20779,1.90909,2.61039,1.35065,3.16883,0,0
442,Pascal Siakam,C,28,TOR,71,71,37.4,8.9,18.5,0.48,1.3,4,0.324,7.6,14.5,0.523,5.2,6.7,0.774,1.8,6,7.8,5.8,0.9,0.5,2.4,24.2,2652,630,1313,93,287,537,1026,367,474,131,425,556,415,65,36,169,1720,1627783,74,36.2027,21.7027,8.14865,5.05405,1.18919,0.59459,2.54054,8.2973,16.94595,1.08108,3.06757,4.02703,5.32432,1.7973,6.35135,27.4,0
443,Chris Silva,PF,26,DAL,1,0,3,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,2,3,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,2,fallback,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
444,Ben Simmons,PG-PF,26,BKN,42,33,26.3,3.2,5.6,0.566,0,0,0,3.2,5.5,0.571,0.6,1.4,0.439,1,5.3,6.3,6.1,1.3,0.6,2.3,6.9,1105,133,235,0,2,133,233,25,57,40,223,263,256,54,24,97,291,1627732,60,28.7,7.43333,6.83333,6.66667,1.5,0.58333,2.41667,3.33333,6.1,0.01667,0.1,0.75,1.5,1,5.83333,4.8,4
445,Kobi Simmons,PG,25,CHA,5,0,5.6,0.2,1.2,0.167,0.2,1,0.2,0,0.2,0,0.4,0.4,1,0.2,0.6,0.8,1,0,0.4,0.2,1,28,1,6,1,5,0,1,2,2,1,3,4,5,0,2,1,5,1628424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
446,Marko Simonovic,C,23,CHI,7,0,2.9,0.3,1,0.286,0.1,0.6,0.25,0.1,0.4,0.333,0.1,0.3,0.5,0.1,0.1,0.3,0,0,0,0,0.9,20,2,7,1,4,1,3,1,2,1,1,2,0,0,0,0,6,fallback,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
447,Anfernee Simons,PG-SG,23,POR,62,62,35,7.5,16.9,0.447,3.4,9.1,0.377,4.1,7.8,0.528,2.6,2.9,0.894,0.3,2.3,2.6,4.1,0.7,0.2,2.1,21.1,2171,467,1045,212,562,255,483,160,179,18,143,161,253,42,14,128,1306,1629014,73,35.61644,25.17808,3.13699,5.16438,0.73973,0.12329,2.91781,8.64384,19.93151,4.50685,11.79452,3.38356,3.78082,0.56164,2.60274,1.1,0
448,Jericho Sims,C,24,NYK,52,16,15.6,1.6,2.1,0.776,0,0,0,1.6,2,0.783,0.2,0.3,0.75,1.9,2.8,4.7,0.5,0.3,0.5,0.5,3.4,812,83,107,0,1,83,106,12,16,99,143,242,25,15,28,27,178,fallback,33,13.54545,2.18182,4.12121,0.51515,0.27273,0.54545,0.48485,0.93939,1.30303,0,0,0.30303,0.69697,1.48485,2.63636,1,0
449,Marcus Smart,PG-SG,28,MEM,61,61,32.1,4.1,9.9,0.415,1.9,5.6,0.336,2.2,4.3,0.519,1.4,1.9,0.746,0.8,2.4,3.1,6.3,1.5,0.4,2.3,11.5,1957,250,602,115,342,135,260,88,118,46,145,191,382,93,23,143,703,203935,69,32.7971,13.17391,3.85507,6.3913,1.5942,0.26087,2.27536,4.6087,11.21739,2,6.10145,1.95652,2.55072,0.5942,3.26087,11.2,1.2
450,Dennis Smith Jr.,PG,25,BKN,54,15,25.7,3.4,8.4,0.412,0.4,2.1,0.216,3,6.3,0.475,1.4,2,0.736,0.5,2.6,3.1,4.8,1.4,0.5,1.5,8.8,1390,186,452,24,111,162,341,78,106,27,140,167,261,75,25,82,474,fallback,56,18.39286,6.89286,2.53571,3.80357,1.19643,0.33929,1.46429,2.60714,6.28571,0.375,1.625,1.30357,1.83929,0.57143,1.96429,0.5,0
451,Dru Smith,SG,25,BKN,15,1,10.5,1.2,3,0.4,0.3,1.3,0.263,0.9,1.7,0.5,0.2,0.2,1,0.1,1.5,1.6,1.5,0.7,0.3,0.2,2.9,158,18,45,5,19,13,26,3,3,2,22,24,22,10,4,3,44,fallback,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
452,Ish Smith,PG,34,N/A,43,0,9.3,1.2,3,0.397,0,0.3,0.167,1.2,2.8,0.42,0,0.1,0.5,0.1,1.1,1.3,2.3,0.2,0.2,1,2.5,398,52,131,2,12,50,119,2,4,5,49,54,100,8,7,44,108,202397,40,8.6,3.175,1.075,1.875,0.35,0.175,0.6,1.425,3.275,0.2,0.5,0.125,0.175,0.2,0.875,0,0
453,Jabari Smith Jr.,PF-C,19,HOU,79,79,31,4.6,11.3,0.408,1.5,4.9,0.307,3.1,6.3,0.487,2.1,2.6,0.786,1.5,5.7,7.2,1.3,0.5,0.9,1.3,12.8,2451,364,892,120,391,244,501,162,206,122,447,569,101,43,74,104,1010,1631095,78,33.20513,14.57692,7.74359,1.73077,0.70513,1.07692,1.5,5.17949,12.02564,1.71795,5.14103,2.5,3.11538,2.32051,5.42308,16.2,0
454,Jalen Smith,PF-C,22,IND,68,31,18.8,3.6,7.5,0.476,0.8,2.8,0.283,2.8,4.7,0.593,1.5,2,0.759,1.9,3.9,5.8,1,0.3,0.9,1.1,9.4,1279,242,508,54,191,188,317,104,137,129,265,394,66,21,60,72,642,fallback,61,14.39344,7.2623,4.78689,0.37705,0.22951,0.63934,0.65574,2.68852,5.44262,0.62295,1.90164,1.2623,1.59016,1.57377,3.21311,6,0
455,Xavier Sneed,SF,25,CHA,4,0,12,1.3,2.5,0.5,0.8,1.5,0.5,0.5,1,0.5,1,1,1,0,1.3,1.3,1.3,0,0.3,0.8,4.3,48,5,10,3,6,2,4,4,4,0,5,5,5,0,1,3,17,fallback,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
456,Jeremy Sochan,PF,19,SAS,56,53,26,4.5,9.9,0.453,0.6,2.4,0.246,3.9,7.5,0.519,1.4,2.1,0.698,1.7,3.6,5.3,2.5,0.8,0.4,1.7,11,1458,250,552,33,134,217,418,81,116,95,200,295,142,43,23,97,614,1631110,71,28.50704,12.5493,5.67606,2.70423,1.04225,0.30986,1.76056,4.98592,10.83099,0.8169,2.92958,1.76056,2.32394,1.98592,3.69014,2.4,0
457,Jaden Springer,SG,20,PHI,16,2,5.6,1.1,2.2,0.486,0.1,0.3,0.4,0.9,1.9,0.5,0.4,0.5,0.75,0.4,0.5,0.9,0.5,0.4,0.2,0.2,2.6,89,17,35,2,5,15,30,6,8,6,8,14,8,7,3,3,42,fallback,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
458,Lamar Stevens,PF,25,BOS,62,25,18.1,2.1,4.6,0.448,0.5,1.5,0.316,1.6,3.1,0.513,0.6,0.9,0.702,0.8,2.6,3.3,0.5,0.4,0.3,0.4,5.3,1120,129,288,30,95,99,193,40,57,48,159,207,33,27,19,27,328,fallback,49,12.20408,4.61224,1.97959,0.53061,0.36735,0.22449,0.4898,1.87755,3.83673,0.22449,0.77551,0.63265,0.89796,0.57143,1.40816,0,0
459,Isaiah Stewart,PF-C,21,DET,50,47,28.3,3.9,8.8,0.442,1.3,4.1,0.327,2.6,4.7,0.542,2.2,3,0.738,2.3,5.8,8.1,1.4,0.4,0.7,1.4,11.3,1414,195,441,67,205,128,236,110,149,115,288,403,70,20,34,68,567,1630191,66,25.57576,12.31818,7.98485,1.15152,0.30303,0.84848,1.19697,4.68182,10.39394,1.37879,4.13636,1.57576,2.10606,2.92424,5.06061,14.6,0
460,Max Strus,SG-SF,26,MIA,80,33,28.4,4.1,9.9,0.41,2.5,7,0.35,1.6,2.8,0.559,1,1.1,0.876,0.6,2.6,3.2,2.1,0.5,0.2,0.9,11.5,2272,324,790,197,563,127,227,78,89,49,209,258,171,42,12,70,923,1629622,76,27.39474,10.89474,3.48684,1.59211,0.48684,0.27632,0.98684,3.75,9.06579,2.61842,6.96053,0.77632,0.92105,0.40789,3.07895,1,0
461,Jalen Suggs,PG-SG,21,ORL,53,19,23.5,3.5,8.4,0.419,1.2,3.8,0.327,2.3,4.6,0.496,1.6,2.2,0.723,1,2,3,2.9,1.3,0.5,1.8,9.9,1246,186,444,66,202,120,242,86,119,55,106,161,155,67,27,94,524,1630591,65,25.70769,10.46154,3.36923,3.43077,1.26154,0.36923,2.81538,3.63077,8.70769,1.26154,3.86154,1.93846,2.66154,0.50769,2.84615,1.1,0
462,Edmond Sumner,SG,27,BKN,53,12,13.9,2.3,5.1,0.461,0.6,1.6,0.356,1.8,3.4,0.511,1.9,2,0.917,0.2,1.2,1.5,1.3,0.6,0.2,0.9,7.1,736,124,269,31,87,93,182,99,108,13,66,79,68,31,10,50,378,1628410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
463,Cole Swider,SF,23,LAL,7,0,5.9,0.4,1.3,0.333,0.4,1.1,0.375,0,0.1,0,0,0,0,0.1,0.9,1,0.6,0,0,0,1.3,41,3,9,3,8,0,1,0,0,1,6,7,4,0,0,0,9,fallback,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
464,Jae'Sean Tate,SF-PF,27,HOU,31,7,21.8,3.5,7.4,0.48,0.4,1.5,0.283,3.1,5.9,0.53,1.6,2.2,0.725,1.3,2.5,3.8,2.7,0.7,0.2,1.5,9.1,677,110,229,13,46,97,183,50,69,41,77,118,84,21,7,47,283,fallback,55,17.70909,8.61818,3.61818,1.90909,0.61818,0.34545,1.2,3.34545,6.8,0.76364,2.27273,1.16364,1.58182,1.16364,2.45455,4.2,0
465,Jayson Tatum,SF-PF,24,BOS,74,74,36.9,9.8,21.1,0.466,3.2,9.3,0.35,6.6,11.8,0.558,7.2,8.4,0.854,1.1,7.7,8.8,4.6,1.1,0.7,2.9,30.1,2732,727,1559,240,686,487,873,531,622,78,571,649,342,78,51,213,2225,1628369,74,36.2973,27.7027,8.09459,4.44595,1,0.64865,2.87838,9.58108,20.78378,3.22973,8.64865,5.31081,6.22973,1.13514,6.95946,26.8,0
466,Terry Taylor,PF,23,CHI,31,2,8.5,1.3,2.4,0.52,0.2,0.6,0.263,1.1,1.8,0.607,0.2,0.4,0.545,0.9,0.6,1.5,0.3,0.1,0.2,0.3,2.9,264,39,75,5,19,34,56,6,11,27,20,47,10,3,6,9,89,fallback,28,7.21429,3.17857,1.75,0.42857,0.14286,0.07143,0.21429,1.35714,2.21429,0.10714,0.39286,0.35714,0.5,0.96429,0.78571,0,0
467,Garrett Temple,SG,36,NOP,25,0,6.5,0.7,1.8,0.4,0.4,1,0.423,0.3,0.8,0.368,0.1,0.2,0.75,0.2,0.5,0.7,0.5,0.4,0.1,0.2,2,162,18,45,11,26,7,19,3,4,5,12,17,13,9,2,4,50,202066,51,6.60784,1.86275,0.86275,0.45098,0.2549,0.13725,0.2549,0.66667,1.76471,0.35294,1.11765,0.17647,0.2549,0.17647,0.68627,0,0
468,Dalen Terry,SG,20,CHI,38,0,5.6,0.8,1.9,0.444,0.2,0.7,0.259,0.7,1.2,0.556,0.4,0.6,0.667,0.3,0.7,1,0.6,0.3,0.1,0.2,2.2,214,32,72,7,27,25,45,14,21,12,25,37,22,11,5,8,85,fallback,61,12.80328,4.22951,2.83607,1.98361,0.55738,0.13115,0.78689,1.59016,3.65574,0.36066,1.09836,0.68852,0.98361,0.85246,1.98361,0,0
469,Daniel Theis,C,30,IND,7,1,15.6,3,6.3,0.477,0.3,1.6,0.182,2.7,4.7,0.576,0.7,1.7,0.417,1,2.1,3.1,1.3,0.3,0.9,0.4,7,109,21,44,2,11,19,33,5,12,7,15,22,9,2,6,3,49,1628464,28,9,3.57143,2.10714,0.39286,0.17857,0.28571,0.42857,1.39286,2.67857,0.32143,1,0.46429,0.67857,0.53571,1.57143,1.5,0
470,Cam Thomas,SG,21,BKN,57,4,16.6,3.5,8,0.441,0.9,2.3,0.383,2.6,5.7,0.464,2.6,3.1,0.868,0.1,1.5,1.7,1.4,0.4,0.1,1.1,10.6,948,201,456,51,133,150,323,151,174,8,87,95,78,20,7,63,604,1630560,65,22.10769,11.35385,3.03077,1.46154,0.61538,0.15385,1.03077,4.32308,9.44615,1.04615,3.27692,1.66154,1.96923,0.30769,2.72308,0,0
471,Klay Thompson,SG-SF,32,GSW,69,69,33,7.9,18.1,0.436,4.4,10.6,0.412,3.6,7.6,0.47,1.7,1.9,0.879,0.6,3.6,4.1,2.4,0.7,0.4,1.8,21.9,2279,546,1252,301,731,245,521,116,132,39,247,286,163,49,29,123,1509,202691,66,33.39394,20.93939,4.10606,2.42424,0.56061,0.37879,1.5303,7.60606,18,4.16667,10.54545,1.56061,1.80303,0.48485,3.60606,1.4,0
472,JT Thor,PF,20,CHA,69,8,14,1.4,3.4,0.399,0.6,1.8,0.317,0.8,1.7,0.487,0.5,0.7,0.702,0.5,1.7,2.2,0.5,0.3,0.3,0.6,3.8,969,95,238,39,123,56,115,33,47,36,116,152,36,22,23,44,262,fallback,33,7.93939,2.0303,1.30303,0.57576,0.24242,0.33333,0.30303,0.72727,1.66667,0.21212,0.81818,0.36364,0.60606,0.33333,0.9697,0,0
473,Matisse Thybulle,SG-SF,25,POR,71,28,16.9,1.5,3.6,0.435,0.8,2.1,0.365,0.8,1.5,0.533,0.3,0.4,0.679,0.6,1.4,2,0.7,1.2,0.5,0.3,4.1,1200,110,253,54,148,56,105,19,28,40,100,140,53,83,32,24,293,1629680,71,27.90141,6.22535,2.50704,1.23944,1.39437,1.16901,0.64789,2.56338,4.97183,0.8169,2.38028,0.28169,0.42254,0.69014,1.80282,0,0
474,Xavier Tillman Sr.,PF-C,24,MEM,61,29,19.3,3.1,5,0.614,0.1,0.2,0.267,3,4.8,0.632,0.8,1.5,0.551,2,3,5,1.6,1,0.5,0.7,7,1180,188,306,4,15,184,291,49,89,121,186,307,96,58,29,44,429,fallback,65,15.50769,6.90769,3.55385,1.36923,1.07692,0.33846,0.75385,2.90769,4.96923,0.07692,0.33846,1.01538,1.56923,1.46154,2.10769,2.4,0
475,Isaiah Todd,PF,21,WAS,6,1,10.2,0.5,3.2,0.158,0.2,1.7,0.1,0.3,1.5,0.222,0.3,0.3,1,0.3,1.7,2,0.7,0.2,0,0.3,1.5,61,3,19,1,10,2,9,2,2,2,10,12,4,1,0,2,9,fallback,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
476,Obi Toppin,PF,24,IND,67,5,15.7,2.8,6.3,0.446,1.3,3.7,0.344,1.5,2.6,0.593,0.6,0.7,0.809,0.4,2.4,2.8,1,0.3,0.2,0.6,7.4,1050,187,419,85,247,102,172,38,47,29,158,187,66,23,12,38,497,1630167,74,26,13.13514,5.22973,1.74324,0.54054,0.54054,1.12162,4.95946,10.13514,1.66216,4.74324,1.55405,1.89189,1.10811,4.12162,1.5,0
477,Juan Toscano-Anderson,PF,29,UTA,52,9,13.5,1.2,2.8,0.448,0.2,0.8,0.186,1.1,1.9,0.56,0.4,0.5,0.792,0.5,1.8,2.4,1.3,0.3,0.2,0.7,3,700,64,143,8,43,56,100,19,24,28,96,124,65,16,10,34,155,fallback,65,14.8,4.46154,2.61538,1.89231,0.70769,0.24615,1.01538,1.69231,3.49231,0.43077,1.29231,0.64615,1.04615,0.41538,2.2,0,0
478,Karl-Anthony Towns,PF-C,27,MIN,29,29,33,7.3,14.8,0.495,2.1,5.7,0.366,5.2,9.1,0.576,4.1,4.7,0.874,1.7,6.5,8.1,4.8,0.7,0.6,3,20.8,957,212,428,60,164,152,264,118,135,48,188,236,140,20,17,86,602,1626157,70,33.45714,22.3,8.38571,4.45714,0.8,0.8,3.05714,7.84286,15.58571,2.12857,5.55714,4.48571,5.2,2.24286,6.14286,33.6,0
479,Gary Trent Jr.,PG-SG,24,TOR,66,44,32.1,6.1,14.2,0.433,2.5,6.8,0.369,3.6,7.3,0.493,2.6,3.1,0.839,0.5,2.2,2.6,1.6,1.6,0.2,0.8,17.4,2118,405,935,166,450,239,485,172,205,30,143,173,106,104,14,55,1148,1629018,71,32.19718,17.15493,2.50704,1.85915,1.60563,0.25352,0.95775,5.94366,14.32394,3.01408,7.85915,2.25352,2.69014,0.33803,2.16901,0,0
480,P.J. Tucker,SF-PF,37,PHI,75,75,25.6,1.3,3,0.427,0.7,1.9,0.393,0.5,1.1,0.482,0.3,0.3,0.826,1.3,2.7,3.9,0.8,0.5,0.2,0.6,3.5,1920,96,225,55,140,41,85,19,23,95,200,295,60,39,15,44,266,200782,72,25.40278,6.56944,4.95833,1.91667,0.75,0.19444,0.84722,2.51389,5.48611,0.95833,2.47222,0.58333,0.77778,1.27778,3.68056,2.6,0
481,Myles Turner,C,26,IND,62,62,29.4,6.5,11.8,0.548,1.5,4,0.373,5,7.8,0.638,3.5,4.5,0.783,1.4,6.1,7.5,1.4,0.6,2.3,1.7,18,1825,402,733,93,249,309,484,216,276,88,378,466,89,36,140,103,1113,1626167,63,30.09524,16.80952,7.2381,1.07937,0.68254,2.55556,1.31746,6.15873,11.49206,1.4127,3.96825,3.07937,4,1.5873,5.65079,16.8,0
482,Stanley Umude,SG,23,DET,1,0,2,0,1,0,0,1,0,0,0,0,2,2,1,0,0,0,0,1,1,0,2,2,0,1,0,1,0,0,2,2,0,0,0,0,1,1,0,2,fallback,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
483,Jonas Valanciunas,C,30,NOP,79,79,24.9,5.6,10.3,0.547,0.5,1.4,0.349,5.2,8.9,0.577,2.3,2.8,0.826,2.8,7.3,10.2,1.8,0.3,0.7,2,14.1,1968,446,816,38,109,408,707,185,224,225,579,804,140,20,52,159,1115,202685,74,27.5,14.86486,9.52703,2.12162,0.5,0.74324,2.2027,5.85135,10.41892,0.71622,1.94595,2.44595,3,2.55405,6.97297,45.4,0
484,Jarred Vanderbilt,PF,23,LAL,78,65,24.1,3.2,5.8,0.548,0.4,1.2,0.322,2.8,4.6,0.604,1.2,1.8,0.691,2.2,5.3,7.5,2.4,1.1,0.3,1.2,7.9,1879,247,451,29,90,218,361,96,139,170,412,582,184,83,21,97,619,1629020,74,20.7973,5.67568,6.90541,1.04054,1.09459,0.51351,0.81081,2.35135,4,0.02703,0.14865,0.94595,1.44595,2.37838,4.52703,9.1,0
485,Fred VanVleet,PG,28,HOU,69,69,36.7,6.3,16.1,0.393,3,8.8,0.342,3.3,7.3,0.455,3.7,4.1,0.898,0.4,3.6,4.1,7.2,1.8,0.6,2,19.3,2535,437,1112,207,606,230,506,254,283,30,250,280,495,123,38,140,1335,1627832,65,34.30769,18.69231,4.10769,6.46154,1.56923,0.41538,2.4,6.18462,15.41538,3.53846,9.44615,2.78462,3.13846,0.63077,3.47692,10,0
486,Devin Vassell,SG-SF,22,SAS,38,32,31,6.9,15.7,0.439,2.7,7,0.387,4.2,8.7,0.48,2.1,2.6,0.78,0.2,3.7,3.9,3.6,1.1,0.4,1.5,18.5,1178,261,595,103,266,158,329,78,100,8,140,148,136,43,17,57,703,1630170,75,32.50667,17.54667,4.09333,3.49333,1.10667,0.49333,1.4,6.38667,14.77333,2.62667,7.02667,2.14667,2.64,0.29333,3.8,0.6,0
487,Gabe Vincent,PG,26,LAL,68,34,25.9,3.4,8.3,0.402,1.7,5.1,0.334,1.6,3.2,0.512,1,1.1,0.872,0.4,1.7,2.1,2.5,0.9,0.1,1.4,9.4,1759,228,567,117,350,111,217,68,78,27,118,145,167,62,5,92,641,1629216,69,22.4058,8.15942,1.86957,2.43478,0.91304,0.18841,1.44928,2.97101,7.11594,1.53623,4.30435,0.68116,0.81159,0.31884,1.53623,0,0
488,Noah Vonleh,C,27,BOS,23,1,7.4,0.5,1,0.458,0,0.2,0.25,0.4,0.9,0.5,0.1,0.1,1,0.8,1.3,2.1,0.3,0.1,0.3,0.5,1.1,171,11,24,1,4,10,20,2,2,18,30,48,7,2,8,11,25,203943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
489,Nikola Vucevic,C,32,CHI,82,82,33.5,7.3,14,0.52,1.5,4.2,0.349,5.8,9.8,0.594,1.6,1.9,0.835,1.9,9.1,11,3.2,0.7,0.7,1.7,17.6,2746,597,1148,121,347,476,801,132,158,159,744,903,265,60,57,139,1447,202696,73,33.39726,16.84932,10.82192,3.15068,0.82192,0.82192,1.71233,6.9863,14,1.43836,4.24658,1.43836,1.78082,1.78082,9.0411,45.8,0
490,Dean Wade,PF,26,CLE,44,13,20.3,1.7,4,0.412,1,2.9,0.354,0.6,1.1,0.56,0.3,0.5,0.652,0.5,3,3.4,0.8,0.6,0.5,0.4,4.7,891,73,177,45,127,28,50,15,23,20,130,150,37,28,21,17,206,fallback,38,11.10526,3.07895,1.71053,0.57895,0.31579,0.07895,0.18421,1.13158,2.44737,0.57895,1.60526,0.23684,0.34211,0.34211,1.34211,0.6,0
491,Franz Wagner,SG-SF-PF,21,ORL,80,80,32.6,6.8,14,0.485,1.6,4.5,0.361,5.2,9.5,0.544,3.4,4,0.842,0.9,3.2,4.1,3.5,1,0.2,2.1,18.6,2609,542,1118,130,360,412,758,271,322,70,259,329,283,77,17,167,1485,1630532,79,32.89873,18.40506,4.82278,4.01266,1.05063,0.36709,1.60759,6.56962,13.72152,1.74684,4.73418,3.51899,4.11392,1.13924,3.68354,2,0
492,Moritz Wagner,PF-C,25,ORL,57,18,19.5,3.5,6.9,0.5,0.9,2.9,0.313,2.6,4.1,0.631,2.7,3.2,0.841,1.2,3.3,4.5,1.5,0.6,0.2,1.2,10.5,1109,198,396,51,163,147,233,153,182,69,190,259,84,37,13,68,600,1629021,62,18.80645,10.91935,4.54839,1.70968,0.3871,0.25806,1.09677,3.75806,7.75806,1.33871,3.93548,2.06452,2.53226,0.82258,3.72581,3.1,0
493,Ish Wainright,SF,28,PHO,60,2,15.3,1.4,3.8,0.37,1,2.9,0.329,0.5,0.9,0.5,0.4,0.5,0.839,0.8,1.6,2.3,0.9,0.6,0.4,0.4,4.2,915,84,227,57,173,27,54,26,31,45,94,139,53,38,22,22,251,fallback,45,7.97778,2.4,1.2,0.33333,0.44444,0.13333,0.28889,0.91111,2.31111,0.42222,1.31111,0.15556,0.26667,0.6,0.6,0,0
494,Jabari Walker,SF,20,POR,56,0,11.1,1.5,3.5,0.419,0.3,1,0.286,1.2,2.5,0.472,0.6,0.8,0.756,0.9,1.5,2.3,0.6,0.2,0.2,0.5,3.9,619,83,198,16,56,67,142,34,45,48,83,131,34,10,13,29,216,fallback,65,2.6,1.32308,0.90769,0.16923,0.04615,0.10769,0.15385,0.50769,0.92308,0.07692,0.21538,0.23077,0.32308,0.27692,0.63077,0,0
495,Kemba Walker,PG,32,N/A,9,1,16,2.7,6.3,0.421,0.8,3.1,0.25,1.9,3.2,0.586,1.9,2.3,0.81,0.3,1.4,1.8,2.1,0.2,0.2,0.4,8,144,24,57,7,28,17,29,17,21,3,13,16,19,2,2,4,72,202689,10,6.8,2.9,0.8,0.9,0.2,0.1,0.3,1,2.7,0.5,1.4,0.4,0.5,0.1,0.7,0,0
496,Lonnie Walker IV,SG-SF,24,BKN,56,32,23.2,4.2,9.4,0.448,1.6,4.4,0.365,2.6,5,0.522,1.6,1.9,0.858,0.3,1.7,1.9,1.1,0.5,0.3,0.8,11.7,1297,236,527,91,249,145,278,91,106,14,95,109,64,30,17,46,654,fallback,65,18.8,8.38462,2.10769,1.76923,0.50769,0.21538,0.83077,2.95385,7.21538,1.10769,3.36923,1.36923,1.72308,0.21538,1.90769,0,0
497,John Wall,PG,32,N/A,34,3,22.2,4.1,9.9,0.408,1,3.2,0.303,3.1,6.7,0.459,2.3,3.3,0.681,0.4,2.3,2.7,5.2,0.8,0.4,2.4,11.4,755,138,338,33,109,105,229,77,113,14,78,92,178,27,12,80,386,202322,35,14.2,6.42857,1.71429,2.85714,0.48571,0.37143,1.57143,2.31429,5.45714,0.62857,1.91429,1.17143,1.54286,0.22857,1.48571,0,0
498,T.J. Warren,PF-SF,29,PHO,42,0,16.4,3.1,6.4,0.489,0.5,1.6,0.328,2.6,4.8,0.542,0.7,0.8,0.8,0.6,2.3,2.9,1,0.5,0.3,0.5,7.5,687,132,270,22,67,110,203,28,35,26,95,121,40,22,12,20,314,203933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
499,Duane Washington Jr.,SG,22,NYK,31,3,12.7,3,8.3,0.367,1.3,3.6,0.36,1.7,4.7,0.372,0.5,0.8,0.667,0.1,1.1,1.2,2,0.2,0.1,1.1,7.9,394,94,256,40,111,54,145,16,24,2,34,36,63,6,4,34,244,fallback,30,10,4.83333,0.86667,0.86667,0.26667,0.03333,0.6,1.76667,4.4,0.8,2.23333,0.5,0.63333,0.03333,0.8,0,0
500,P.J. Washington,PF,24,CHA,73,73,32.6,5.9,13.4,0.444,2,5.9,0.348,3.9,7.5,0.518,1.7,2.4,0.73,1,3.9,4.9,2.4,0.9,1.1,1.5,15.7,2380,434,978,149,428,285,550,127,174,73,285,358,175,66,79,110,1144,1629023,72,28.90278,13.34722,5.51389,2.40278,0.93056,1,1.34722,5.15278,11.55556,1.88889,5.48611,1.15278,1.58333,1.34722,4.16667,3.2,0
501,TyTy Washington Jr.,PG,21,MIL,31,2,14,1.9,5.2,0.363,0.6,2.6,0.238,1.3,2.6,0.488,0.3,0.6,0.556,0.1,1.4,1.5,1.5,0.5,0.1,0.5,4.7,433,58,160,19,80,39,80,10,18,2,43,45,47,15,2,14,145,fallback,55,13.30909,4.25455,1.47273,1.67273,0.43636,0.07273,0.81818,1.58182,3.72727,0.52727,1.52727,0.56364,0.72727,0.43636,1.03636,0,0
502,Yuta Watanabe,SF,28,PHO,58,1,16,2,4,0.491,1,2.3,0.444,0.9,1.7,0.557,0.6,0.8,0.723,0.5,1.9,2.4,0.8,0.4,0.3,0.4,5.6,928,114,232,60,135,54,97,34,47,30,111,141,48,25,17,22,322,1629139,66,15.5,6.36364,3.19697,0.72727,0.37879,0.56061,0.66667,2.18182,4.80303,1.16667,2.75758,0.83333,1.39394,0.62121,2.57576,1.2,0
