Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PlayerPictureId
359,Raul Neto,PG,30,CLE,48,1,10.5,1.2,2.3,0.518,0.3,0.9,0.286,0.9,1.4,0.662,0.573,0.6,0.7,0.912,0.2,0.8,1,1.6,0.4,0.1,0.5,1,3.3,505,57,110,12,42,45,68,31,34,10,36,46,79,17,4,24,49,157,fallback
360,Georges Niang,PF,29,PHI,78,1,19.4,2.8,6.4,0.442,2,4.9,0.401,0.9,1.5,0.576,0.596,0.5,0.6,0.867,0.2,2.1,2.4,1,0.4,0.2,0.7,1.9,8.2,1512,222,502,154,384,68,118,39,45,19,166,185,77,30,14,54,145,637,fallback
361,Daishen Nix,PG,20,HOU,57,7,16,1.4,4.2,0.342,0.7,2.5,0.286,0.7,1.7,0.423,0.426,0.4,0.6,0.667,0.3,1.4,1.7,2.3,0.5,0.1,1.5,1,4,914,81,237,40,140,41,97,24,36,18,80,98,132,31,7,86,59,226,fallback
362,Zeke Nnaji,PF,22,DEN,53,5,13.7,2.1,3.7,0.561,0.3,1.2,0.262,1.8,2.5,0.71,0.605,0.8,1.2,0.645,1.2,1.4,2.6,0.3,0.3,0.4,0.6,2,5.2,728,110,196,17,65,93,131,40,62,65,73,138,18,17,23,31,105,277,fallback
363,Nerlens Noel,C,28,TOT,17,4,11.5,0.8,2.1,0.361,0.1,0.1,0.5,0.7,2,0.353,0.375,0.5,0.7,0.667,0.6,2.1,2.7,0.6,0.9,0.6,0.8,1.9,2.1,195,13,36,1,2,12,34,8,12,10,36,46,10,16,10,13,32,35,fallback
364,Jaylen Nowell,SG,23,MIN,65,2,19.3,4.3,9.6,0.448,1,3.6,0.289,3.3,6,0.542,0.502,1.2,1.5,0.778,0.6,2.1,2.6,2,0.6,0.1,1,1.6,10.8,1252,280,625,67,232,213,393,77,99,36,134,170,132,42,5,65,101,704,fallback
365,Frank Ntilikina,PG,24,DAL,47,5,12.9,1,2.8,0.364,0.4,1.4,0.254,0.7,1.4,0.477,0.428,0.5,0.7,0.667,0.1,1.2,1.3,1.2,0.3,0.1,0.6,1.4,2.9,607,48,132,17,67,31,65,22,33,7,55,62,58,16,7,29,65,135,fallback
366,Kendrick Nunn,SG-PG,27,TOT,70,2,13.8,2.7,6.4,0.424,1.1,3.2,0.354,1.6,3.2,0.493,0.512,0.5,0.6,0.854,0.2,1.3,1.6,1.3,0.4,0.1,0.9,0.9,7.1,964,191,450,79,223,112,227,35,41,15,94,109,90,28,7,66,66,496,fallback
367,Jusuf Nurkic,C,28,POR,52,52,26.8,5,9.7,0.519,0.8,2.3,0.361,4.2,7.4,0.567,0.561,2.4,3.7,0.661,2.2,6.9,9.1,2.9,0.8,0.8,2.3,3.6,13.3,1391,262,505,43,119,219,386,127,192,114,357,471,149,43,44,119,185,694,fallback
368,Jordan Nwora,SF,24,TOT,62,14,19.2,3.1,7.2,0.436,1.4,3.4,0.408,1.7,3.8,0.462,0.533,1.1,1.4,0.791,0.8,2.9,3.7,1.4,0.4,0.2,1.1,1.2,8.7,1188,194,445,86,211,108,234,68,86,51,178,229,88,24,14,66,74,542,fallback
369,Royce O'Neale,SF,29,BRK,76,53,31.7,3,7.8,0.386,2.1,5.5,0.389,0.9,2.3,0.379,0.524,0.7,0.9,0.725,0.7,4.3,5.1,3.7,0.9,0.6,1.5,3.1,8.8,2409,229,593,163,419,66,174,50,69,55,329,384,283,65,49,114,239,671,fallback
370,Chuma Okeke,SF,24,ORL,27,8,19.2,1.6,4.5,0.352,1,3.2,0.302,0.6,1.3,0.472,0.459,0.6,0.8,0.762,1,2.6,3.6,1.4,0.7,0.4,0.6,1.5,4.7,518,43,122,26,86,17,36,16,21,26,70,96,37,19,11,17,40,128,fallback
371,Josh Okogie,SG,24,PHO,72,26,18.8,2.3,5.8,0.391,0.9,2.7,0.335,1.3,3,0.442,0.471,1.9,2.7,0.724,1.5,2,3.5,1.5,0.8,0.5,0.9,1.6,7.3,1350,162,414,66,197,96,217,139,192,109,142,251,105,56,34,63,114,529,fallback
372,Onyeka Okongwu,C,22,ATL,80,18,23.1,4,6.2,0.638,0.1,0.2,0.308,3.9,6.1,0.647,0.642,1.9,2.5,0.781,2.7,4.5,7.2,1,0.7,1.3,1,3.1,9.9,1849,317,497,4,13,313,484,153,196,217,359,576,81,56,107,81,251,791,fallback
373,Isaac Okoro,SF,22,CLE,76,46,21.7,2.3,4.7,0.494,0.8,2.3,0.363,1.5,2.4,0.617,0.582,1,1.4,0.757,0.7,1.8,2.5,1.1,0.7,0.4,0.6,2.1,6.4,1652,175,354,62,171,113,183,78,103,52,135,187,87,56,30,42,158,490,fallback
374,KZ Okpala,PF,23,SAC,35,3,7.1,0.5,1.1,0.421,0.2,0.6,0.333,0.3,0.5,0.529,0.513,0.2,0.2,0.875,0.2,0.8,1,0.4,0.2,0.2,0.2,1.1,1.3,248,16,38,7,21,9,17,7,8,7,27,34,13,7,7,7,39,46,fallback
375,Victor Oladipo,SG,30,MIA,42,2,26.3,3.8,9.6,0.397,1.7,5,0.33,2.1,4.5,0.471,0.484,1.4,1.9,0.747,0.4,2.7,3,3.5,1.4,0.3,2.1,2.4,10.7,1106,160,403,70,212,90,191,59,79,16,112,128,146,57,12,87,99,449,fallback
376,Kelly Olynyk,C,31,UTA,68,68,28.6,4.1,8.2,0.499,1.4,3.5,0.394,2.7,4.7,0.576,0.583,2.9,3.4,0.853,1.2,5,6.2,3.7,0.9,0.5,2.5,3.4,12.5,1942,278,557,93,236,185,321,198,232,82,338,420,252,60,37,168,232,847,fallback
377,Eugene Omoruyi,SF,25,TOT,40,6,16.1,2.5,5.7,0.443,0.6,2.2,0.281,1.9,3.5,0.547,0.498,1.3,1.9,0.68,1.1,1.7,2.8,0.7,0.7,0.1,0.9,2.3,7,645,101,228,25,89,76,139,51,75,43,68,111,28,28,3,34,91,278,fallback
378,Cedi Osman,SF,27,CLE,77,2,20.1,3.1,6.9,0.451,1.5,4.1,0.372,1.6,2.8,0.564,0.56,1,1.4,0.694,0.3,2,2.3,1.5,0.5,0.1,0.7,1.6,8.7,1548,239,530,116,312,123,218,75,108,25,151,176,115,35,11,52,122,669,fallback
379,Kelly Oubre Jr.,SF,27,CHO,48,40,32.3,7.4,17.1,0.431,2.3,7.1,0.319,5.1,10,0.51,0.497,3.3,4.3,0.76,1.4,3.8,5.2,1.1,1.4,0.4,1.3,2.9,20.3,1548,353,819,108,339,245,480,158,208,65,184,249,54,68,18,64,141,972,fallback
380,Chris Paul,PG,37,PHO,59,59,32,5,11.3,0.44,1.7,4.4,0.375,3.3,6.9,0.482,0.513,2.3,2.7,0.831,0.5,3.8,4.3,8.9,1.5,0.4,1.9,2.1,13.9,1889,294,668,98,261,196,407,133,160,27,224,251,524,91,22,114,126,819,fallback
381,Cameron Payne,PG,28,PHO,48,15,20.2,3.9,9.4,0.415,1.4,3.9,0.368,2.5,5.6,0.448,0.49,1,1.3,0.766,0.3,2,2.2,4.5,0.7,0.2,1.7,1.8,10.3,968,188,453,68,185,120,268,49,64,12,94,106,214,33,8,81,88,493,fallback
382,Gary Payton II,PG,30,TOT,22,1,16.7,1.9,3.1,0.594,0.6,1.2,0.5,1.3,2,0.651,0.688,0.3,0.3,0.857,1.1,2,3.1,1.4,1,0.2,0.7,2,4.6,367,41,69,13,26,28,43,6,7,24,45,69,30,22,5,16,43,101,fallback
383,Theo Pinson,SG,27,DAL,40,1,8.1,0.8,2.2,0.356,0.6,1.6,0.355,0.2,0.6,0.36,0.483,0.3,0.3,0.846,0.3,1.3,1.6,1.2,0.2,0,0.3,0.9,2.4,323,31,87,22,62,9,25,11,13,10,53,63,46,6,1,12,34,95,fallback
384,Scotty Pippen Jr.,PG,22,LAL,6,0,5.3,0.7,2,0.333,0.2,0.5,0.333,0.5,1.5,0.333,0.375,0.8,1.5,0.556,0.3,0.3,0.7,0.3,0.3,0.2,0.3,0.5,2.3,32,4,12,1,3,3,9,5,9,2,2,4,2,2,1,2,3,14,fallback
385,Mason Plumlee,C,32,TOT,79,60,26,4.2,6.1,0.68,0,0,0,4.2,6.1,0.68,0.68,2.5,4,0.636,2.9,6,8.9,3.1,0.6,0.6,1.5,2.7,10.8,2054,329,484,0,0,329,484,199,313,229,471,700,245,46,47,117,217,857,fallback
386,Jakob Poeltl,C,27,TOT,72,71,26.5,5.4,8.6,0.629,0,0,0,5.4,8.6,0.63,0.629,1.7,2.8,0.592,3.3,5.8,9.1,2.7,0.9,1.2,1.7,2.7,12.5,1906,389,618,0,1,389,617,119,201,236,417,653,197,66,86,125,195,897,fallback
387,Aleksej Pokusevski,PF,21,OKC,34,25,20.6,3.2,7.3,0.434,1.1,3.1,0.365,2.1,4.3,0.483,0.51,0.6,1,0.629,1.3,3.4,4.7,1.9,0.6,1.3,1.3,1.7,8.1,701,108,249,38,104,70,145,22,35,45,114,159,64,20,43,43,58,276,fallback
388,Jordan Poole,PG,23,GSW,82,43,30,6.7,15.6,0.43,2.6,7.8,0.336,4.1,7.8,0.524,0.514,4.4,5.1,0.87,0.4,2.4,2.7,4.5,0.8,0.3,3.1,2.6,20.4,2458,550,1278,214,637,336,641,361,415,32,193,225,369,63,21,252,214,1675,fallback
389,Kevin Porter Jr.,PG,22,HOU,59,59,34.3,6.6,15,0.442,2.4,6.5,0.366,4.2,8.5,0.501,0.522,3.5,4.5,0.784,1.3,4,5.3,5.7,1.4,0.3,3.2,2.6,19.2,2024,391,884,141,385,250,499,207,264,76,238,314,338,82,17,188,156,1130,fallback
390,Michael Porter Jr.,SF,24,DEN,62,62,29,6.4,13.2,0.487,3,7.3,0.414,3.4,5.9,0.579,0.602,1.5,1.9,0.8,1,4.5,5.5,1,0.6,0.5,1.1,1.9,17.4,1798,398,817,188,454,210,363,96,120,64,277,341,65,37,29,68,119,1080,fallback
391,Otto Porter Jr.,SF,29,TOR,8,2,18.3,1.9,3.8,0.5,0.8,2.1,0.353,1.1,1.6,0.692,0.6,1,1,1,0.8,1.6,2.4,1,1.4,0,0.5,0.9,5.5,146,15,30,6,17,9,13,8,8,6,13,19,8,11,0,4,7,44,fallback
392,Bobby Portis,PF,27,MIL,70,22,26,5.7,11.5,0.496,1.4,3.7,0.37,4.3,7.8,0.555,0.555,1.4,1.8,0.768,2.2,7.4,9.6,1.5,0.4,0.2,1.2,1.6,14.1,1818,398,803,95,257,303,546,96,125,154,518,672,105,29,16,81,115,987,fallback
393,Kristaps Porzingis,C,27,WAS,65,65,32.6,7.8,15.7,0.498,2.1,5.5,0.385,5.7,10.2,0.559,0.565,5.4,6.4,0.851,1.8,6.6,8.4,2.7,0.9,1.5,2.1,3,23.2,2120,507,1018,137,356,370,662,354,416,114,432,546,174,58,100,137,196,1505,fallback
394,Micah Potter,PF,24,UTA,7,0,7.4,1.4,2.1,0.667,0.6,1,0.571,0.9,1.1,0.75,0.8,0,0,0,0.4,1.9,2.3,0.6,0.1,0,0.3,0.7,3.4,52,10,15,4,7,6,8,0,0,3,13,16,4,1,0,2,5,24,fallback
395,Dwight Powell,C,31,DAL,76,64,19.2,2.6,3.5,0.732,0,0.1,0,2.6,3.5,0.746,0.732,1.5,2.2,0.667,2,2.2,4.1,0.9,0.6,0.3,0.9,2.8,6.7,1458,197,269,0,5,197,264,112,168,149,165,314,69,48,26,65,209,506,fallback
396,Norman Powell,SG,29,LAC,60,8,26.1,5.7,11.8,0.479,1.9,4.8,0.397,3.8,7.1,0.534,0.559,3.8,4.6,0.812,0.4,2.5,2.9,1.8,0.8,0.3,1.7,2.1,17,1567,340,710,114,287,226,423,225,277,24,151,175,109,50,18,101,125,1019,fallback
397,Jason Preston,PG,23,LAC,14,0,8.9,1.3,2.9,0.439,0.4,1.3,0.278,0.9,1.6,0.565,0.5,0,0.1,0,0.1,1.4,1.6,1.9,0.1,0,0.7,0.5,2.9,124,18,41,5,18,13,23,0,2,2,20,22,27,2,0,10,7,41,fallback
398,Joshua Primo,SG,20,SAS,4,0,23.3,2.3,6.5,0.346,0.8,3,0.25,1.5,3.5,0.429,0.404,1.8,2.3,0.778,0.5,2.8,3.3,4.5,0.3,0.5,2.8,2,7,93,9,26,3,12,6,14,7,9,2,11,13,18,1,2,11,8,28,fallback
399,Taurean Prince,SF,28,MIN,54,4,22.1,3.3,7,0.467,1.4,3.6,0.381,1.9,3.4,0.557,0.565,1.2,1.4,0.844,0.3,2.2,2.4,1.6,0.5,0.3,1.3,2.3,9.1,1192,177,379,74,194,103,185,65,77,15,117,132,84,28,15,69,123,493,fallback
400,Payton Pritchard,PG,25,BOS,48,3,13.4,2.1,5.1,0.412,1.2,3.2,0.364,0.9,1.9,0.495,0.527,0.3,0.3,0.75,0.5,1.3,1.8,1.3,0.3,0,0.8,0.8,5.6,643,101,245,56,154,45,91,12,16,25,63,88,64,14,1,40,37,270,fallback
401,Trevelin Queen,SG,25,IND,7,0,10,1,4.1,0.241,0.3,2.1,0.133,0.7,2,0.357,0.276,0.7,0.7,1,1.1,1.3,2.4,0.9,0.3,0.7,1,0.6,3,70,7,29,2,15,5,14,5,5,8,9,17,6,2,5,7,4,21,fallback
402,Neemias Queta,C,23,SAC,5,0,5.8,1.2,1.8,0.667,0,0,0,1.2,1.8,0.667,0.667,0,0.4,0,1,1.2,2.2,0.2,0,0.4,0.2,1.4,2.4,29,6,9,0,0,6,9,0,2,5,6,11,1,0,2,1,7,12,fallback
403,Immanuel Quickley,PG,23,NYK,81,21,28.9,5.2,11.6,0.448,2.1,5.6,0.37,3.1,6,0.521,0.537,2.5,3.1,0.819,0.7,3.4,4.2,3.4,1,0.2,1.2,2,14.9,2344,419,936,168,454,251,482,203,248,58,279,337,279,80,14,100,166,1209,fallback
404,Lester Quinones,SG,22,GSW,4,0,4.5,0.5,1.3,0.4,0.5,1,0.5,0,0.3,0,0.6,1,1.5,0.667,0.3,0.5,0.8,0.5,0.3,0,1.3,0,2.5,18,2,5,2,4,0,1,4,6,1,2,3,2,1,0,5,0,10,fallback
405,Julius Randle,PF,28,NYK,77,77,35.5,8.5,18.6,0.459,2.8,8.3,0.343,5.7,10.3,0.553,0.536,5.2,6.9,0.757,1.8,8.1,10,4.1,0.6,0.3,2.8,3,25.1,2737,658,1432,218,636,440,796,402,531,141,626,767,316,49,21,216,233,1936,fallback
406,Austin Reaves,SG,24,LAL,64,22,28.8,4,7.7,0.529,1.3,3.4,0.398,2.7,4.3,0.631,0.616,3.6,4.1,0.864,0.5,2.5,3,3.4,0.5,0.3,1.5,1.7,13,1843,259,490,86,216,173,274,229,265,33,160,193,215,33,19,99,108,833,fallback
407,Cam Reddish,SF,23,TOT,40,20,24.8,3.5,7.8,0.446,1.1,3.6,0.313,2.4,4.2,0.56,0.518,1.6,1.9,0.853,0.5,1.8,2.2,1.4,1,0.4,1.2,1.8,9.7,990,139,312,45,144,94,168,64,75,18,70,88,57,39,14,47,72,387,fallback
408,Davon Reed,SG,27,TOT,43,1,8,0.7,2,0.333,0.4,1.1,0.37,0.3,0.9,0.289,0.435,0.4,0.6,0.667,0.2,1.1,1.4,0.5,0.3,0.1,0.5,0.9,2.1,342,28,84,17,46,11,38,16,24,10,49,59,23,15,4,20,39,89,fallback
409,Paul Reed,C,23,PHI,69,2,10.9,1.8,3,0.593,0,0.1,0.167,1.8,2.9,0.606,0.596,0.6,0.7,0.745,1.6,2.2,3.8,0.4,0.7,0.7,0.7,1.8,4.2,755,124,209,1,6,123,203,38,51,112,150,262,27,46,51,45,123,287,fallback
410,Naz Reid,C,23,MIN,68,11,18.4,4.6,8.5,0.537,1.1,3.2,0.346,3.5,5.3,0.653,0.602,1.3,1.9,0.677,1.1,3.8,4.9,1.1,0.6,0.8,1.4,2.6,11.5,1251,310,577,75,217,235,360,86,127,73,260,333,77,42,53,92,176,781,fallback
411,Jared Rhoden,SG,23,DET,14,0,14.1,1.2,3.1,0.386,0.4,1.4,0.25,0.9,1.7,0.5,0.443,0.4,0.4,1,0.8,1.9,2.6,0.3,0.3,0.1,0.2,1.6,3.2,198,17,44,5,20,12,24,6,6,11,26,37,4,4,1,3,23,45,fallback
412,Nick Richards,C,25,CHO,65,9,18.7,3,4.8,0.629,0,0,1,3,4.8,0.628,0.631,2.1,2.8,0.749,2.3,4.1,6.4,0.6,0.2,1.1,0.9,2.4,8.2,1217,197,313,1,1,196,312,137,183,147,269,416,38,11,71,59,154,532,fallback
413,Josh Richardson,SG,29,TOT,65,10,23.5,3.7,8.5,0.431,1.6,4.5,0.365,2,4,0.506,0.528,1.1,1.2,0.852,0.6,2.1,2.7,2.7,1.1,0.3,1.3,1.8,10.1,1530,239,554,107,293,132,261,69,81,41,134,175,174,69,20,86,117,654,fallback
414,Austin Rivers,SG,30,MIN,52,10,19.5,1.8,4,0.435,0.8,2.4,0.35,0.9,1.7,0.558,0.538,0.6,0.8,0.769,0.1,1.5,1.6,1.4,0.5,0.1,0.4,1.5,4.9,1016,91,209,43,123,48,86,30,39,5,78,83,75,28,4,23,80,255,fallback
415,Duncan Robinson,SF,28,MIA,42,1,16.5,2.1,5.6,0.371,1.5,4.6,0.328,0.6,1.1,0.556,0.504,0.7,0.8,0.906,0.2,1.5,1.6,1.1,0.3,0,0.7,1.8,6.4,691,88,237,63,192,25,45,29,32,8,61,69,46,14,0,28,77,268,fallback
416,Mitchell Robinson,C,24,NYK,59,58,27,3.2,4.7,0.671,0,0,0,3.2,4.7,0.671,0.671,1,2.1,0.484,4.5,4.9,9.4,0.9,0.9,1.8,0.7,2.7,7.4,1591,188,280,0,0,188,280,59,122,267,288,555,53,56,109,41,160,435,fallback
417,Orlando Robinson,C,22,MIA,31,1,13.7,1.5,2.9,0.528,0,0.2,0,1.5,2.7,0.566,0.528,0.7,1,0.71,1.5,2.5,4.1,0.8,0.4,0.4,0.5,1.7,3.7,425,47,89,0,6,47,83,22,31,48,78,126,25,12,12,16,53,116,fallback
418,Jeremiah Robinson-Earl,PF,22,OKC,43,20,18.9,2.6,5.8,0.444,0.9,2.6,0.333,1.7,3.2,0.533,0.518,0.8,1,0.833,1.7,2.5,4.2,1,0.6,0.3,0.4,1.7,6.8,814,110,248,37,111,73,137,35,42,71,109,180,43,24,11,19,71,292,fallback
419,Isaiah Roby,PF,24,SAS,42,2,11.3,1.6,3.7,0.432,0.4,1.4,0.3,1.2,2.3,0.516,0.49,0.5,1,0.488,0.5,2,2.5,0.9,0.4,0.2,0.7,1.3,4.1,474,67,155,18,60,49,95,20,41,21,86,107,38,18,7,31,53,172,fallback
420,David Roddy,PF,21,MEM,70,4,18,2.6,6,0.429,0.9,3,0.307,1.6,3,0.553,0.506,0.6,0.9,0.631,0.7,2,2.8,0.8,0.4,0.3,0.8,1.5,6.7,1258,180,420,65,212,115,208,41,65,50,143,193,59,29,19,57,107,466,fallback
421,Ryan Rollins,PG,20,GSW,12,0,5.2,0.6,1.7,0.35,0.3,0.8,0.333,0.3,0.9,0.364,0.425,0.5,0.5,1,0.3,0.8,1,0.5,0.1,0.1,1.3,0.8,1.9,62,7,20,3,9,4,11,6,6,3,9,12,6,1,1,16,10,23,fallback
422,Derrick Rose,PG,34,NYK,27,0,12.5,2.3,5.9,0.384,0.7,2.3,0.302,1.6,3.6,0.438,0.443,0.4,0.4,0.917,0.3,1.2,1.5,1.7,0.3,0.2,0.8,0.7,5.6,338,61,159,19,63,42,96,11,12,8,32,40,46,7,5,22,18,152,fallback
423,Terrence Ross,SG,31,TOT,63,9,21.1,3.2,7.4,0.43,1.5,4.1,0.368,1.7,3.3,0.507,0.532,0.4,0.5,0.794,0.3,2.1,2.4,1.5,0.6,0.2,0.7,1.5,8.3,1330,200,465,95,258,105,207,27,34,22,132,154,95,35,10,43,97,522,fallback
424,Terry Rozier,SG,28,CHO,63,63,35.3,7.8,18.9,0.415,2.6,8,0.327,5.2,10.8,0.48,0.484,2.8,3.5,0.809,0.8,3.3,4.1,5.1,1.2,0.3,2.1,1.9,21.1,2221,493,1188,165,505,328,683,178,220,51,208,259,319,74,16,134,119,1329,fallback
425,Ricky Rubio,PG,32,CLE,33,2,17.2,1.8,5.4,0.343,0.6,2.5,0.256,1.2,2.9,0.417,0.402,0.8,1.1,0.8,0.3,1.8,2.1,3.5,0.8,0.2,0.9,1.5,5.2,566,61,178,21,82,40,96,28,35,9,61,70,115,26,6,31,51,171,fallback
426,D'Angelo Russell,PG,26,TOT,71,71,32.5,6.3,13.4,0.469,2.7,6.9,0.396,3.5,6.5,0.548,0.572,2.5,3,0.829,0.5,2.5,3,6.2,1,0.4,2.6,2,17.8,2304,445,948,194,490,251,458,179,216,35,180,215,437,70,29,186,140,1263,fallback
427,Matt Ryan,SF,25,TOT,34,0,9.1,1.2,3.2,0.37,0.9,2.5,0.381,0.2,0.7,0.333,0.519,0.3,0.4,0.833,0.1,0.6,0.8,0.5,0.1,0,0.2,0.8,3.6,310,40,108,32,84,8,24,10,12,4,22,26,16,5,1,7,27,122,fallback
428,Domantas Sabonis,C,26,SAC,79,79,34.6,7.3,11.9,0.615,0.4,1.1,0.373,6.9,10.8,0.639,0.632,4.1,5.5,0.742,3.2,9.1,12.3,7.3,0.8,0.5,2.9,3.5,19.1,2736,577,938,31,83,546,855,325,438,251,722,973,573,65,39,230,279,1510,fallback
429,Luka Šamanic,PF,23,UTA,7,4,23,3.7,8.1,0.456,1.1,4.4,0.258,2.6,3.7,0.692,0.526,1.3,1.9,0.692,0,4.3,4.3,2.1,0.9,0.3,1.4,2.4,9.9,161,26,57,8,31,18,26,9,13,0,30,30,15,6,2,10,17,69,fallback
430,Dario Šaric,PF,28,TOT,57,12,14.1,2.2,4.9,0.458,0.8,2,0.391,1.4,2.8,0.506,0.54,1.1,1.3,0.829,0.9,2.7,3.6,1.3,0.4,0.1,1,1.7,6.4,806,127,277,45,115,82,162,63,76,53,154,207,74,20,7,55,99,362,fallback
431,Olivier Sarr,C,23,OKC,9,1,12.7,1.7,3.3,0.5,0.1,0.9,0.125,1.6,2.4,0.636,0.517,0.6,0.8,0.714,1.3,2.1,3.4,0.4,0.1,0.6,0.4,1.9,4,114,15,30,1,8,14,22,5,7,12,19,31,4,1,5,4,17,36,fallback
432,Jordan Schakel,SF,24,WAS,2,0,3,0.5,1,0.5,0.5,0.5,1,0,0.5,0,0.75,0,0,0,0,0,0,0.5,0.5,0,0,0.5,1.5,6,1,2,1,1,0,1,0,0,0,0,0,1,1,0,0,1,3,fallback
433,Admiral Schofield,PF,25,ORL,37,0,12.2,1.5,3.3,0.451,0.6,2,0.324,0.8,1.3,0.646,0.549,0.6,0.6,0.913,0.6,1.1,1.7,0.8,0.2,0.1,0.4,1.6,4.2,451,55,122,24,74,31,48,21,23,23,39,62,31,8,5,16,61,155,fallback
434,Dennis Schröder,PG,29,LAL,66,50,30.1,4.1,9.8,0.415,1.1,3.4,0.329,3,6.4,0.461,0.472,3.3,3.8,0.857,0.3,2.2,2.5,4.5,0.8,0.2,1.7,2.2,12.6,1986,270,650,74,225,196,425,216,252,21,144,165,298,50,10,112,145,830,fallback
435,Jay Scrubb,SG,22,ORL,2,0,15,2.5,3.5,0.714,1,1,1,1.5,2.5,0.6,0.857,0.5,1,0.5,0,3,3,0.5,1,0,1.5,1,6.5,30,5,7,2,2,3,5,1,2,0,6,6,1,2,0,3,2,13,fallback
436,Dereon Seabron,SG,22,NOP,5,0,2.4,0.4,1,0.4,0,0,0,0.4,1,0.4,0.4,0,0,0,0.2,0,0.2,0,0,0,0,0.2,0.8,12,2,5,0,0,2,5,0,0,1,0,1,0,0,0,0,1,4,fallback
437,Alperen Sengün,C,20,HOU,75,72,28.9,5.9,10.7,0.553,0.3,0.8,0.333,5.6,9.9,0.57,0.565,2.7,3.8,0.715,3.2,5.8,9,3.9,0.9,0.9,2.6,3.4,14.8,2171,442,799,19,57,423,742,206,288,242,436,678,291,70,70,193,258,1109,fallback
438,Collin Sexton,SG,24,UTA,48,15,23.9,4.9,9.8,0.506,1,2.5,0.393,3.9,7.2,0.546,0.558,3.4,4.1,0.819,0.8,1.4,2.2,2.9,0.6,0.1,1.8,2.3,14.3,1145,237,468,48,122,189,346,163,199,37,68,105,138,27,6,85,112,685,fallback
439,Landry Shamet,SG,25,PHO,40,9,20.2,2.8,7.5,0.377,1.9,5,0.377,1,2.5,0.376,0.502,1.1,1.3,0.882,0.3,1.4,1.7,2.3,0.7,0.1,0.9,1.5,8.7,807,113,300,75,199,38,101,45,51,11,56,67,93,26,5,36,61,346,fallback
440,Day'Ron Sharpe,C,21,BRK,48,3,11.5,1.9,3.6,0.544,0.1,0.2,0.545,1.8,3.3,0.544,0.561,0.7,1.1,0.636,2.1,2.1,4.2,0.8,0.3,0.7,0.9,1.9,4.7,552,93,171,6,11,87,160,35,55,99,101,200,37,15,32,42,89,227,fallback
441,Shaedon Sharpe,SG,19,POR,80,15,22.2,3.8,8.1,0.472,1.3,3.5,0.36,2.6,4.6,0.559,0.551,0.9,1.3,0.714,0.8,2.2,3,1.2,0.5,0.3,1,1.7,9.9,1779,306,648,102,283,204,365,75,105,63,173,236,94,38,24,83,136,789,fallback
442,Pascal Siakam,C,28,TOR,71,71,37.4,8.9,18.5,0.48,1.3,4,0.324,7.6,14.5,0.523,0.515,5.2,6.7,0.774,1.8,6,7.8,5.8,0.9,0.5,2.4,3.2,24.2,2652,630,1313,93,287,537,1026,367,474,131,425,556,415,65,36,169,228,1720,fallback
443,Chris Silva,PF,26,DAL,1,0,3,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2,2,3,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,2,2,fallback
444,Ben Simmons,PG,26,BRK,42,33,26.3,3.2,5.6,0.566,0,0,0,3.2,5.5,0.571,0.566,0.6,1.4,0.439,1,5.3,6.3,6.1,1.3,0.6,2.3,3.3,6.9,1105,133,235,0,2,133,233,25,57,40,223,263,256,54,24,97,139,291,fallback
445,Kobi Simmons,PG,25,CHO,5,0,5.6,0.2,1.2,0.167,0.2,1,0.2,0,0.2,0,0.25,0.4,0.4,1,0.2,0.6,0.8,1,0,0.4,0.2,0,1,28,1,6,1,5,0,1,2,2,1,3,4,5,0,2,1,0,5,fallback
446,Marko Simonovic,C,23,CHI,7,0,2.9,0.3,1,0.286,0.1,0.6,0.25,0.1,0.4,0.333,0.357,0.1,0.3,0.5,0.1,0.1,0.3,0,0,0,0,0.7,0.9,20,2,7,1,4,1,3,1,2,1,1,2,0,0,0,0,5,6,fallback
447,Anfernee Simons,SG,23,POR,62,62,35,7.5,16.9,0.447,3.4,9.1,0.377,4.1,7.8,0.528,0.548,2.6,2.9,0.894,0.3,2.3,2.6,4.1,0.7,0.2,2.1,2.3,21.1,2171,467,1045,212,562,255,483,160,179,18,143,161,253,42,14,128,142,1306,fallback
448,Jericho Sims,C,24,NYK,52,16,15.6,1.6,2.1,0.776,0,0,0,1.6,2,0.783,0.776,0.2,0.3,0.75,1.9,2.8,4.7,0.5,0.3,0.5,0.5,1.8,3.4,812,83,107,0,1,83,106,12,16,99,143,242,25,15,28,27,96,178,fallback
449,Marcus Smart,PG,28,BOS,61,61,32.1,4.1,9.9,0.415,1.9,5.6,0.336,2.2,4.3,0.519,0.511,1.4,1.9,0.746,0.8,2.4,3.1,6.3,1.5,0.4,2.3,2.8,11.5,1957,250,602,115,342,135,260,88,118,46,145,191,382,93,23,143,172,703,fallback
